Nama_Ruas,Kecamatan,Panjang,Lebar,Kondisi,15 April,15,16 April,16,17 April,17,18 April,18,19 April,19,20 April,20,21 April,21,22 April,22,23 April,23,24 April,24,25 April,25,26 April,26,27 April,27,28 April,28,29 April,29
Jl. Tinjomoyo,gunungpati,"1,906 M",3 M,Sedang,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,16 Menit,lancar,17 Menit,lancar,15 Menit,lancar,17 Menit,lancar,15 Menit,sedang,14 Menit,sedang,14 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit
Jl. Talang Bengkok,gunungpati,615 M,4 M,Baik,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,17 Menit,lancar,17 Menit,lancar,17 Menit,lancar,18 Menit,lancar,18 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit
Jl. Sikrangkeng,gunungpati,518 M,6 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Ampel Gading 3,gunungpati,"2,022 M",3 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Pakintelan,gunungpati,"2,600 M",3 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,18 Menit,lancar,17 Meniit,lancar,18 Menit,lancar,17 Meniit,lancar,18 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Watusari,gunungpati,"1,280 M",4 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,9 Menit,lancar,9 Menit,lancar,10 Enit,lancar,9 Menit,lancar,10 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Sekar Gading Barat,gunungpati,743 M,4 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,16 Menit,lancar,16 Menit,lancar,17 Menit,lancar,16 Menit,lancar,16 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Sekalongan,gunungpati,"1,250 M",4 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,15 Menit,lancar,15 Menit,lancar,16 Menit,lancar,16 Menit,lancar,15 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Cepoko,gunungpati,"3,096 M",4 M,Baik,lancar,18 Menit,lancar,18 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,15 Menit,lancar,15 Menit,lancar,16 Menit,lancar,15 Menit,lancar,15 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Jedung Timur,gunungpati,"1,255 M",4 M,Sedang,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,15 Menit,lancar,16 Menit,lancar,16 Menit,lancar,15 Menit,lancar,15 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Dewi Sartika,gunungpati,"1,710 M",3 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Kliwonan Utara,gunungpati,309 M,5 M,Baik,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Masjid,gunungpati,98 M,3 M,Baik,sedang,10 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,19 Menit,lancar,19 Menit,lancar,19 Menit,lancar,19 Menit,lancar,19 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Kandri Barat,gunungpati,"1,100 M",3 M,Baik,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,18 Menit,lancar,16 Menit,lancar,17 Menit,lancar,15 Menit,lancar,17 Menit,lancar,15 Menit,lancar,20 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,20 Menit
Jl. Sikuwuk,gunungpati,"1,056 M",4 M,Sedang,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,17 Menit,lancar,17 Menit,lancar,17 Menit,lancar,18 Menit,lancar,18 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Dukuh,gunungpati,"1,796 M",4 M,Sedang,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,17 Menit,lancar,17 Menit,lancar,18 Menit,lancar,18 Menit,lancar,17 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit
Jl. Nongko Sawit,gunungpati,"1,403 M",3 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,17 Menit,lancar,18 Menit,lancar,17 Menit,lancar,18 Menit,lancar,17 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Kuripan,mijen,"2,922 M",4 M,Baik,lancar,12 Menit,lancar,10 Menit,lancar,12 Menit,lancar,10 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Amarta,mijen,"1,618 M",4 M,Sedang,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,10 Menit,lancar,12 Menit,lancar,10 Menit,lancar,10 Menit,lancar,12 Menit
Jl. Kongkong,mijen,"2,083 M",3 M,Baik,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Dawung,mijen,"1,386 M",3 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Sidodadi,mijen,"1,211 M",5 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,9 Menit,lancar,9 Menit,lancar,10 Menit,lancar,9 Menit,lancar,8 Menit,lancar,6 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit
Jl. Duduhan,mijen,834 M,4 M,Rusak Ringan,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,7 Menit,lancar,7 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Kali Getas,mijen,"1,783 M",5 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,12 Menit,lancar,14 Menit
Jl. Sodong,mijen,"1,568 M",5 M,Rusak Ringan,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Jatibarang,mijen,"5,759 M",6 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,12 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Wonolopo,mijen,"1,772 M",3 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Gabu,mijen,"2,206 M",5 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit
Jl. Perkebunan Pesantren,mijen,"3,418 M",9 M,Rusak Ringan,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,17 Menit,lancar,17 Menit,lancar,18 Menit,lancar,17 Menit,lancar,18 Menit,lancar,7 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Bubakan Kliris,mijen,"1,624 M",4 M,Sedang,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Karangmalang,mijen,"1,673 M",5 M,Rusak Ringan,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Robyong,mijen,"3,049 M",6 M,Baik,lancar,12 Menit,sedang,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,10 Menit,lancar,12 Menit
Jl. Purwosari,mijen,"2,422 M",4 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Kyai Aji,mijen,"1,712 M",3 M,Rusak Ringan,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,12 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Jatisari,mijen,"1,605 M",3 M,Rusak Ringan,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,10 Menit,lancar,10 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Wonolopo 1,mijen,818 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Robyong 1,mijen,604 M,3 M,Baik,lancar,12 Menit,sedang,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,17 Menit,lancar,17 Menit,lancar,18 Menit,lancar,17 Menit,lancar,18 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,10 Menit,lancar,12 Menit
Jl. Jatikalangan,mijen,"1,473 M",4 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Kedung Jangan,mijen,"1,352 M",4 M,Rusak Ringan,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Kebonroto,mijen,"1,678 M",4 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit
Jl. R.M. Hadi Subeno Sosrowardoyo,mijen,"10,006 M",14 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Kemantren,mijen,"2,931 M",3 M,Rusak Ringan,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Untung Suropati,mijen,"3,875 M",6 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Prof. Dr. Hamka,ngaliyan,"2,503 M",18 M,Baik,lancar,14 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Kemantren,ngaliyan,467 M,3 M,Rusak Ringan,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Rowosari 1,ngaliyan,956 M,3 M,Sedang,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Plumbon 3,ngaliyan,794 M,3 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Purwoyoso 1,ngaliyan,464 M,4 M,Sedang,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,15 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Sriwidodo Selatan,ngaliyan,534 M,4 M,Rusak Ringan,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Srikaton Tengah,ngaliyan,308 M,4 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Srikaton Barat 2,ngaliyan,71 M,4 M,Rusak Ringan,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Srikaton,ngaliyan,420 M,8 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Palir,ngaliyan,"2,638 M",3 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,14 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Koptu Suyono,ngaliyan,"3,238 M",5 M,Sedang,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Gondorio,ngaliyan,"4,452 M",5 M,Sedang,lancar,16 Menit,lancar,18 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit
Jl. Kyai Padak,ngaliyan,"2,291 M",5 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Mr. Moch Ichsan,ngaliyan,"3,034 M",14 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,sedang,9 Menit,lancar,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Krt Wongsonegoro,ngaliyan,"3,119 M",7 M,Sedang,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,sedang,9 Menit,lancar,8 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Tambak Aji,ngaliyan,"1,014 M",10 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Jambu,ngaliyan,546 M,3 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,,,,,,,,,,,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Gondorio - Beringin (Bukit Gondorio),ngaliyan,"1,607 M",5 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Jludang,ngaliyan,"1,484 M",5 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Kalikangkung,ngaliyan,"2,124 M",4 M,Sedang,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Wates,ngaliyan,"1,735 M",4 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit
Jl. Gatot Subroto,ngaliyan,"2,984 M",9 M,Sedang,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,,,,,,,,,,,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Wisma Sari,ngaliyan,389 M,3 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,3 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Honggowongso,ngaliyan,"1,913 M",8 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Wisma Sari Selatan,ngaliyan,482 M,4 M,Sedang,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Pucung,ngaliyan,563 M,4 M,Sedang,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit
Jl. Karonsih,ngaliyan,441 M,4 M,Baik,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Candi Prambanan,ngaliyan,770 M,5 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Panembahan Senopati,ngaliyan,"1,256 M",3 M,Baik,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Wisma Sari Utara,ngaliyan,218 M,4 M,Sedang,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Karonsih Selatan,ngaliyan,250 M,3 M,Rusak Ringan,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Candi Pawon Selatan 10,ngaliyan,153 M,3 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,18 Menit,lancar,18 Menit,lancar,16 Menit,lancar,18 Menit,lancar,16 Menit
Jl. Candi Pawon Selatan 9,ngaliyan,200 M,3 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
